Timestamp,AnnRealizedVol,StratScalar
01/19/2017 02:00:00 PM,0.161947,0.096202
01/19/2017 02:30:00 PM,0.161947,0.096202
01/19/2017 03:00:00 PM,0.161947,0.096202
01/19/2017 03:30:00 PM,0.161947,0.096202
01/19/2017 04:00:00 PM,0.161947,0.096202
01/19/2017 04:30:00 PM,0.161947,0.096202
01/19/2017 05:00:00 PM,0.161947,0.096202
01/19/2017 06:30:00 PM,0.161947,0.096202
01/19/2017 07:00:00 PM,0.161947,0.096202
01/19/2017 07:30:00 PM,0.161947,0.096202
01/19/2017 08:00:00 PM,0.157188,0.100187
01/19/2017 08:30:00 PM,0.157188,0.100187
01/19/2017 09:00:00 PM,0.152404,0.104660
01/19/2017 09:30:00 PM,0.147774,0.109561
01/19/2017 10:00:00 PM,0.143291,0.114937
01/19/2017 10:30:00 PM,0.138928,0.120860
01/19/2017 11:00:00 PM,0.134710,0.127368
01/19/2017 11:30:00 PM,0.130606,0.134553
01/20/2017 12:00:00 AM,0.126630,0.142481
01/20/2017 12:30:00 AM,0.122773,0.151245
01/20/2017 01:00:00 AM,0.119033,0.160946
01/20/2017 01:30:00 AM,0.115413,0.171693
01/20/2017 02:00:00 AM,0.111898,0.183635
01/20/2017 02:30:00 AM,0.108589,0.196737
01/20/2017 03:00:00 AM,0.105284,0.211498
01/20/2017 03:30:00 AM,0.102095,0.227935
01/20/2017 04:00:00 AM,0.098997,0.246317
01/20/2017 04:30:00 AM,0.096001,0.266872
01/20/2017 05:00:00 AM,0.093077,0.289973
01/20/2017 05:30:00 AM,0.090255,0.315878
01/20/2017 06:00:00 AM,0.087506,0.345062
01/20/2017 06:30:00 AM,0.084930,0.377551
01/20/2017 07:00:00 AM,0.082434,0.414104
01/20/2017 07:30:00 AM,0.080165,0.454438
01/20/2017 08:00:00 AM,0.077785,0.500877
01/20/2017 08:30:00 AM,0.075431,0.553664
01/20/2017 09:00:00 AM,0.073137,0.613498
01/20/2017 09:30:00 AM,0.070919,0.681212
01/20/2017 10:00:00 AM,0.068974,0.755642
01/20/2017 10:30:00 AM,0.067886,0.829482
01/20/2017 11:00:00 AM,0.067886,0.829482
01/20/2017 11:30:00 AM,0.067886,0.829482
01/20/2017 12:00:00 PM,0.067886,0.829482
01/20/2017 12:30:00 PM,0.067886,0.829482
01/20/2017 01:00:00 PM,0.067886,0.829482
01/20/2017 01:30:00 PM,0.067886,0.829482
01/20/2017 02:00:00 PM,0.067886,0.829482
01/20/2017 02:30:00 PM,0.067886,0.829482
01/20/2017 03:00:00 PM,0.067886,0.829482
01/20/2017 03:30:00 PM,0.067886,0.829482
01/20/2017 04:00:00 PM,0.067886,0.829482
01/20/2017 04:30:00 PM,0.067886,0.829482
01/20/2017 05:00:00 PM,0.067886,0.829482
01/22/2017 06:30:00 PM,0.067886,0.829482
01/22/2017 07:00:00 PM,0.067886,0.829482
01/22/2017 07:30:00 PM,0.067886,0.829482
01/22/2017 08:00:00 PM,0.067886,0.829482
01/22/2017 08:30:00 PM,0.067886,0.829482
01/22/2017 09:00:00 PM,0.067886,0.829482
01/22/2017 09:30:00 PM,0.067886,0.829482
01/22/2017 10:00:00 PM,0.067886,0.829482
01/22/2017 10:30:00 PM,0.067886,0.829482
01/22/2017 11:00:00 PM,0.067886,0.829482
01/22/2017 11:30:00 PM,0.067886,0.829482
01/23/2017 12:00:00 AM,0.067886,0.829482
01/23/2017 12:30:00 AM,0.067886,0.829482
01/23/2017 01:00:00 AM,0.067886,0.829482
01/23/2017 01:30:00 AM,0.067886,0.829482
01/23/2017 02:00:00 AM,0.067886,0.829482
01/23/2017 02:30:00 AM,0.067886,0.829482
01/23/2017 03:00:00 AM,0.067886,0.829482
01/23/2017 03:30:00 AM,0.067886,0.829482
01/23/2017 04:00:00 AM,0.067886,0.829482
01/23/2017 04:30:00 AM,0.067886,0.829482
01/23/2017 05:00:00 AM,0.067886,0.829482
01/23/2017 05:30:00 AM,0.067886,0.829482
01/23/2017 06:00:00 AM,0.067886,0.829482
01/23/2017 06:30:00 AM,0.067886,0.829482
01/23/2017 07:00:00 AM,0.067886,0.829482
01/23/2017 07:30:00 AM,0.067886,0.829482
01/23/2017 08:00:00 AM,0.067886,0.829482
01/23/2017 08:30:00 AM,0.067886,0.829482
01/23/2017 09:00:00 AM,0.067886,0.829482
01/23/2017 09:30:00 AM,0.067886,0.829482
01/23/2017 10:00:00 AM,0.067886,0.829482
01/23/2017 10:30:00 AM,0.067886,0.829482
01/23/2017 11:00:00 AM,0.067886,0.829482
01/23/2017 11:30:00 AM,0.067886,0.829482
01/23/2017 12:00:00 PM,0.067886,0.829482
01/23/2017 12:30:00 PM,0.067886,0.829482
01/23/2017 01:00:00 PM,0.067886,0.829482
01/23/2017 01:30:00 PM,0.067886,0.829482
01/23/2017 02:00:00 PM,0.067886,0.829482
01/23/2017 02:30:00 PM,0.067886,0.829482
01/23/2017 03:00:00 PM,0.067886,0.829482
01/23/2017 03:30:00 PM,0.067886,0.829482
01/23/2017 04:00:00 PM,0.067886,0.829482
01/23/2017 04:30:00 PM,0.067886,0.829482
01/23/2017 05:00:00 PM,0.067886,0.829482
01/23/2017 06:30:00 PM,0.067886,0.829482
01/23/2017 07:00:00 PM,0.067886,0.829482
01/23/2017 07:30:00 PM,0.067886,0.829482
01/23/2017 08:00:00 PM,0.065981,0.921855
01/23/2017 08:30:00 PM,0.064349,1.022205
01/23/2017 09:00:00 PM,0.062777,1.133695
01/23/2017 09:30:00 PM,0.061178,1.258961
01/23/2017 10:00:00 PM,0.059335,1.404959
01/23/2017 10:30:00 PM,0.057610,1.566817
01/23/2017 11:00:00 PM,0.055904,1.748326
01/23/2017 11:30:00 PM,0.054223,1.951283
01/24/2017 12:00:00 AM,0.052849,2.166132
01/24/2017 12:30:00 AM,0.052849,2.166132
01/24/2017 01:00:00 AM,0.051710,2.392130
01/24/2017 01:30:00 AM,0.050350,2.649257
01/24/2017 02:00:00 AM,0.049037,2.928453
01/24/2017 02:30:00 AM,0.047599,3.241675
01/24/2017 03:00:00 AM,0.047074,3.516048
01/24/2017 03:30:00 AM,0.046428,3.809621
01/24/2017 04:00:00 AM,0.045180,4.169387
01/24/2017 04:30:00 AM,0.044049,4.545004
01/24/2017 05:00:00 AM,0.043049,4.931158
01/24/2017 05:30:00 AM,0.042935,5.229374
01/24/2017 06:00:00 AM,0.042935,5.229374
01/24/2017 06:30:00 AM,0.041807,5.656627
01/24/2017 07:00:00 AM,0.040798,6.093326
01/24/2017 07:30:00 AM,0.040037,6.513450
01/24/2017 08:00:00 AM,0.040102,6.804698
01/24/2017 08:30:00 AM,0.038888,7.315155
01/24/2017 09:00:00 AM,0.037830,7.829307
01/24/2017 09:30:00 AM,0.040125,7.674219
01/24/2017 10:00:00 AM,0.040125,7.674219
01/24/2017 10:30:00 AM,0.041864,7.595863
01/24/2017 11:00:00 AM,0.041864,7.595863
01/24/2017 11:30:00 AM,0.041864,7.595863
01/24/2017 12:00:00 PM,0.041864,7.595863
01/24/2017 12:30:00 PM,0.041864,7.595863
01/24/2017 01:00:00 PM,0.041864,7.595863
01/24/2017 01:30:00 PM,0.041864,7.595863
01/24/2017 02:00:00 PM,0.050637,6.454389
01/24/2017 02:30:00 PM,0.053377,6.223891
01/24/2017 03:00:00 PM,0.051803,6.498231
01/24/2017 03:30:00 PM,0.053045,6.434011
01/24/2017 04:00:00 PM,0.051714,6.679775
01/24/2017 04:30:00 PM,0.052039,6.721400
01/24/2017 05:00:00 PM,0.052039,6.721400
01/24/2017 06:30:00 PM,0.051957,6.810515
01/24/2017 07:00:00 PM,0.050967,7.020034
01/24/2017 07:30:00 PM,0.049469,7.314360
01/24/2017 08:00:00 PM,0.048118,7.608947
01/24/2017 08:30:00 PM,0.046966,7.891583
01/24/2017 09:00:00 PM,0.045955,8.166810
01/24/2017 09:30:00 PM,0.044797,8.484741
01/24/2017 10:00:00 PM,0.043440,8.863985
01/24/2017 10:30:00 PM,0.042145,9.259581
01/24/2017 11:00:00 PM,0.042145,9.259581
01/24/2017 11:30:00 PM,0.042145,9.259581
01/25/2017 12:00:00 AM,0.040868,9.681452
01/25/2017 12:30:00 AM,0.039631,10.126230
01/25/2017 01:00:00 AM,0.038455,10.588428
01/25/2017 01:30:00 AM,0.037291,11.081381
01/25/2017 02:00:00 AM,0.037980,11.045375
01/25/2017 02:30:00 AM,0.037980,11.045375
01/25/2017 03:00:00 AM,0.037115,11.455249
01/25/2017 03:30:00 AM,0.035993,11.972271
01/25/2017 04:00:00 AM,0.036323,12.027601
01/25/2017 04:30:00 AM,0.037087,11.928462
01/25/2017 05:00:00 AM,0.036091,12.394243
01/25/2017 05:30:00 AM,0.036869,12.271279
01/25/2017 06:00:00 AM,0.035779,12.771629
